position	count
466	1540
467	1540
468	1508
469	2116
470	2121
471	2138
472	2140
473	2092
474	2485
475	2600
476	2610
477	2617
478	2596
479	2696
480	2699
481	2769
482	2800
483	2783
484	2798
485	2821
486	2827
487	2838
488	2828
489	2852
490	2887
491	2957
492	3003
493	2995
494	3019
495	3020
496	3344
497	3492
498	3509
499	3536
500	3617
501	3654
502	3798
503	3804
504	3859
505	3874
506	3852
507	3855
508	3848
509	3946
510	4002
511	4015
512	4044
513	4041
514	4149
515	4136
516	4659
517	4686
518	4664
519	4663
520	4658
521	4701
522	4712
523	4758
524	4749
525	4647
526	4893
527	4904
528	4942
529	4943
530	4927
531	4950
532	4990
533	5007
534	5063
535	4992
536	5079
537	5163
538	5182
539	5203
540	5217
541	5189
542	5212
543	5214
544	5309
545	5319
546	7380
547	7773
548	7876
549	7925
550	8051
551	8137
552	8180
553	8202
554	8240
555	8183
556	8558
557	8547
558	8596
559	8594
560	8653
561	8822
562	8841
563	8946
564	8958
565	9088
566	9095
567	9305
568	9370
569	9415
570	9529
571	9560
572	9574
573	9714
574	9717
575	9732
576	9768
577	9775
578	9824
579	9861
580	9953
581	10157
582	10193
583	11207
584	11267
585	11343
586	11492
587	11538
588	11754
589	11771
590	11777
591	11799
592	11781
593	11822
594	11840
595	11856
596	12064
597	12196
598	12239
599	12240
600	12248
601	12246
602	13096
603	13145
604	14702
605	14754
606	15828
607	15844
608	15920
609	15929
610	15985
611	15991
612	15994
613	16101
614	16111
615	15991
616	17613
617	17659
618	17748
619	17758
620	17822
621	17836
622	17765
623	17858
624	17884
625	18121
626	18343
627	18505
628	18594
629	18643
630	18746
631	18765
632	18788
633	18948
634	18936
635	18975
636	19186
637	19243
638	19257
639	19336
640	19362
641	19498
642	19581
643	19658
644	19692
645	19934
646	19948
647	19963
648	19932
649	20684
650	22111
651	22939
652	22979
653	23079
654	23083
655	23095
656	23113
657	23121
658	23130
659	22623
660	22567
661	22509
662	22504
663	23186
664	23522
665	24447
666	24598
667	24830
668	24899
669	24892
670	25126
671	25151
672	25197
673	25064
674	24719
675	24856
676	24857
677	25286
678	25320
679	25277
680	25295
681	25775
682	26062
683	26242
684	26384
685	26456
686	26497
687	26745
688	26762
689	26940
690	26956
691	26946
692	26943
693	26923
694	27073
695	27228
696	27332
697	27381
698	27356
699	27479
700	27500
701	27606
702	27629
703	27706
704	27727
705	27881
706	27972
707	28087
708	28138
709	28179
710	28162
711	28145
712	28043
713	28060
714	27893
715	27941
716	28161
717	28159
718	28575
719	28594
720	28393
721	28491
722	28500
723	28500
724	28507
725	28182
726	28170
727	28178
728	28125
729	28128
730	28073
731	28078
732	28147
733	28188
734	28194
735	28241
736	28316
737	28464
738	28537
739	28557
740	28718
741	28713
742	28684
743	28906
744	28930
745	28928
746	28947
747	28710
748	28693
749	29680
750	29716
751	30175
752	30208
753	30498
754	30562
755	21620
756	30524
757	30714
758	30775
759	30954
760	30597
761	30453
762	30317
763	30094
764	30089
765	30041
766	29688
767	29656
768	29583
769	29653
770	30222
771	30286
772	30321
773	30293
774	30591
775	30650
776	30611
777	30643
778	30579
779	30703
780	30833
781	30847
782	30914
783	31100
784	31014
785	31041
786	31067
787	31092
788	31140
789	31253
790	31283
791	31168
792	31187
793	31316
794	31457
795	31283
796	31221
797	30178
798	30029
799	29920
800	29862
801	30039
802	30016
803	30373
804	30367
805	30413
806	30274
807	30260
808	30955
809	31073
810	31097
811	31075
812	30357
813	30387
814	30316
815	30312
816	30287
817	29720
818	29475
819	29401
820	29466
821	29349
822	29274
823	30304
824	30485
825	30697
826	30716
827	30651
828	31251
829	31390
830	31370
831	31349
832	30132
833	29782
834	29347
835	29106
836	29086
837	28530
838	28373
839	28193
840	28214
841	28207
842	28173
843	28138
844	28119
845	28122
846	28027
847	27866
848	27872
849	28030
850	28263
851	28208
852	28201
853	27846
854	27798
855	27168
856	26675
857	26552
858	26433
859	26611
860	26655
861	26660
862	26624
863	26471
864	26279
865	26251
866	26152
867	26710
868	26439
869	26527
870	26517
871	26546
872	26494
873	27041
874	27078
875	27444
876	27182
877	26054
878	26303
879	26340
880	26359
881	26334
882	25726
883	25764
884	25843
885	25791
886	26181
887	26055
888	26050
889	26051
890	26248
891	26170
892	26593
893	26371
894	26272
895	25941
896	25820
897	25987
898	25920
899	25410
900	25362
901	24729
902	24283
903	24138
904	24127
905	24129
906	24085
907	24261
908	24326
909	24358
910	24350
911	24355
912	24347
913	24327
914	24359
915	24245
916	23556
917	23458
918	23656
919	23639
920	23659
921	24054
922	24052
923	25429
924	25465
925	26111
926	26043
927	25999
928	26012
929	26642
930	26642
931	26659
932	26001
933	25031
934	25029
935	25238
936	25318
937	25319
938	24666
939	24883
940	24938
941	25017
942	25315
943	25324
944	25126
945	25142
946	24951
947	25116
948	25041
949	25383
950	25392
951	25147
952	25135
953	25209
954	25173
955	25180
956	25506
957	25901
958	25579
959	25637
960	25810
961	25825
962	25972
963	25955
964	25980
965	25726
966	25746
967	25715
968	25790
969	25701
970	25574
971	25413
972	25429
973	25526
974	25773
975	25739
976	25708
977	25764
978	26160
979	26233
980	26238
981	26425
982	26614
983	26470
984	26762
985	26776
986	26588
987	26247
988	26236
989	26998
990	28654
991	28722
992	28546
993	28512
994	28449
995	28419
996	28447
997	28407
998	28406
999	25647
1000	25651
1001	25889
1002	25817
1003	25778
1004	25657
1005	25628
1006	25727
1007	25730
1008	25708
1009	25704
1010	25525
1011	26579
1012	27421
1013	27397
1014	27393
1015	27192
1016	27235
1017	27309
1018	27884
1019	27858
1020	27552
1021	27480
1022	27456
1023	28664
1024	28666
1025	28628
1026	28694
1027	28395
1028	29067
1029	29216
1030	28981
1031	29071
1032	28186
1033	28969
1034	29134
1035	29791
1036	30270
1037	30043
1038	29836
1039	30213
1040	30220
1041	31973
1042	31948
1043	31423
1044	31661
1045	30929
1046	31137
1047	31520
1048	31299
1049	32133
1050	31580
1051	31642
1052	31610
1053	31493
1054	31549
1055	31499
1056	31845
1057	31942
1058	31496
1059	31411
1060	31371
1061	31548
1062	31633
1063	31577
1064	31592
1065	31428
1066	32307
1067	32445
1068	32749
1069	32815
1070	32716
1071	32710
1072	32822
1073	32764
1074	32521
1075	32396
1076	31981
1077	32059
1078	31966
1079	31787
1080	31818
1081	31828
1082	31835
1083	31845
1084	31863
1085	31870
1086	31819
1087	32214
1088	32341
1089	32320
1090	32466
1091	32616
1092	33598
1093	33723
1094	33899
1095	33905
1096	33927
1097	34178
1098	34555
1099	34594
1100	34561
1101	33668
1102	33812
1103	33839
1104	33877
1105	33858
1106	33947
1107	33651
1108	33813
1109	34125
1110	34206
1111	34256
1112	34297
1113	34648
1114	34651
1115	34675
1116	34726
1117	34687
1118	34343
1119	34432
1120	34484
1121	34653
1122	34458
1123	34453
1124	34318
1125	34455
1126	34563
1127	35098
1128	35182
1129	35101
1130	35037
1131	35018
1132	35056
1133	34976
1134	34955
1135	34928
1136	34623
1137	34563
1138	35090
1139	35096
1140	35091
1141	35032
1142	34859
1143	34844
1144	34864
1145	34972
1146	34982
1147	35004
1148	35117
1149	35080
1150	35062
1151	35164
1152	35305
1153	35265
1154	35305
1155	35246
1156	36874
1157	37057
1158	37039
1159	37028
1160	37274
1161	37445
1162	37480
1163	39140
1164	39142
1165	37999
1166	37992
1167	37948
1168	38047
1169	37434
1170	37456
1171	37432
1172	35766
1173	35085
1174	35026
1175	35103
1176	34884
1177	34876
1178	34876
1179	35017
1180	34816
1181	34799
1182	35053
1183	35095
1184	35362
1185	35231
1186	35202
1187	35657
1188	35674
1189	36241
1190	36129
1191	36005
1192	36375
1193	36061
1194	36058
1195	36093
1196	35840
1197	37332
1198	37267
1199	38605
1200	38978
1201	38782
1202	39115
1203	39155
1204	39169
1205	39068
1206	37978
1207	37276
1208	36521
1209	36460
1210	36735
1211	36418
1212	36614
1213	36781
1214	36984
1215	36965
1216	37092
1217	37023
1218	37098
1219	37161
1220	37123
1221	37121
1222	36963
1223	36661
1224	36913
1225	37054
1226	37530
1227	37476
1228	37511
1229	37303
1230	37296
1231	37312
1232	37226
1233	37188
1234	37167
1235	36425
1236	36311
1237	36155
1238	36166
1239	36216
1240	35908
1241	35260
1242	35003
1243	35022
1244	35059
1245	35066
1246	35088
1247	35080
1248	35089
1249	35068
1250	34861
1251	34884
1252	34796
1253	34874
1254	35514
1255	35540
1256	35675
1257	35700
1258	35721
1259	36058
1260	36332
1261	37371
1262	37410
1263	36527
1264	36732
1265	36928
1266	36932
1267	37000
1268	36851
1269	35973
1270	35955
1271	34136
1272	34006
1273	33898
1274	33381
1275	33589
1276	33699
1277	33406
1278	33385
1279	33425
1280	33344
1281	33259
1282	33204
1283	34815
1284	34591
1285	34104
1286	33818
1287	33770
1288	34298
1289	34909
1290	35017
1291	35292
1292	32998
1293	32957
1294	33039
1295	32949
1296	32959
1297	33312
1298	32381
1299	32100
1300	31857
1301	31879
1302	32008
1303	32060
1304	32125
1305	32048
1306	31998
1307	31828
1308	31807
1309	31871
1310	32043
1311	31937
1312	31928
1313	32003
1314	32414
1315	32421
1316	32122
1317	32051
1318	32017
1319	31943
1320	31925
1321	31890
1322	31921
1323	31787
1324	31790
1325	31819
1326	31834
1327	31822
1328	31970
1329	31964
1330	32103
1331	32034
1332	32029
1333	32043
1334	32036
1335	32059
1336	32381
1337	32694
1338	32689
1339	32637
1340	32769
1341	32897
1342	32855
1343	32519
1344	32466
1345	31955
1346	32185
1347	31694
1348	32201
1349	31922
1350	32531
1351	32515
1352	32581
1353	32680
1354	32669
1355	32715
1356	32719
1357	32147
1358	32298
1359	31633
1360	31917
1361	31965
1362	31858
1363	31924
1364	31765
1365	31765
1366	31835
1367	32019
1368	32408
1369	32580
1370	32844
1371	33061
1372	33026
1373	33086
1374	33085
1375	33161
1376	33955
1377	33631
1378	33630
1379	33520
1380	33215
1381	34095
1382	35345
1383	35390
1384	35513
1385	34417
1386	34717
1387	34554
1388	35049
1389	35080
1390	35238
1391	35598
1392	35625
1393	35719
1394	36177
1395	35938
1396	36113
1397	35551
1398	35619
1399	35851
1400	36121
1401	36073
1402	36040
1403	35778
1404	35806
1405	35656
1406	35676
1407	34819
1408	34776
1409	34652
1410	34641
1411	34608
1412	34492
1413	34405
1414	33623
1415	33956
1416	33918
1417	33989
1418	33987
1419	33967
1420	34143
1421	34120
1422	34412
1423	34410
1424	34447
1425	34719
1426	34626
1427	34635
1428	34753
1429	35149
1430	35731
1431	36173
1432	36193
1433	35925
1434	35816
1435	35934
1436	35980
1437	35960
1438	35296
1439	35028
1440	34355
1441	35212
1442	35270
1443	35097
1444	35135
1445	35183
1446	35220
1447	35242
1448	34626
1449	34378
1450	33548
1451	32971
1452	33678
1453	33669
1454	33889
1455	33921
1456	34027
1457	34042
1458	34032
1459	33987
1460	33896
1461	32996
1462	32962
1463	32499
1464	32340
1465	32429
1466	32445
1467	32430
1468	32365
1469	32265
1470	32285
1471	32850
1472	33205
1473	33194
1474	33146
1475	33030
1476	32931
1477	32724
1478	32761
1479	32671
1480	32701
1481	32631
1482	32623
1483	32591
1484	32508
1485	32543
1486	32519
1487	32432
1488	32380
1489	32283
1490	32327
1491	32324
1492	32266
1493	32309
1494	32298
1495	32212
1496	32263
1497	32288
1498	32437
1499	32445
1500	32370
1501	32531
1502	32539
1503	32684
1504	32663
1505	32539
1506	32596
1507	32560
1508	32406
1509	32319
1510	32052
1511	31854
1512	30998
1513	30764
1514	30682
1515	30233
1516	30210
1517	30025
1518	30031
1519	30004
1520	29961
1521	30011
1522	30086
1523	30116
1524	30127
1525	30002
1526	30059
1527	30006
1528	30050
1529	30057
1530	29908
1531	29912
1532	29892
1533	29919
1534	28867
1535	28686
1536	28780
1537	29380
1538	29397
1539	29538
1540	29336
1541	29391
1542	29416
1543	29472
1544	29510
1545	29633
1546	29556
1547	29558
1548	28783
1549	28674
1550	28232
1551	28339
1552	28293
1553	28233
1554	28125
1555	28265
1556	28275
1557	28286
1558	28278
1559	28300
1560	27954
1561	27982
1562	28327
1563	28234
1564	28106
1565	28058
1566	28045
1567	28076
1568	28242
1569	28249
1570	28282
1571	28298
1572	28501
1573	28387
1574	28439
1575	28453
1576	28318
1577	28317
1578	28295
1579	28122
1580	28130
1581	27894
1582	27909
1583	28063
1584	28067
1585	28100
1586	28079
1587	27861
1588	27997
1589	27999
1590	27908
1591	27883
1592	27483
1593	27542
1594	27631
1595	27743
1596	27822
1597	27443
1598	27215
1599	27117
1600	27091
1601	26920
1602	27074
1603	27117
1604	27092
1605	27263
1606	27410
1607	27519
1608	27373
1609	27687
1610	27649
1611	27598
1612	27749
1613	27842
1614	27958
1615	28052
1616	28093
1617	28854
1618	28352
1619	28102
1620	27988
1621	27434
1622	28114
1623	29941
1624	31060
1625	30488
1626	29993
1627	30019
1628	29951
1629	29944
1630	29766
1631	30089
1632	29438
1633	28039
1634	27991
1635	27888
1636	27672
1637	27606
1638	27680
1639	27909
1640	27861
1641	28364
1642	27925
1643	28077
1644	28048
1645	27914
1646	28053
1647	27960
1648	27962
1649	27738
1650	27527
1651	27327
1652	27548
1653	27510
1654	27946
1655	28210
1656	28226
1657	28361
1658	28356
1659	28347
1660	28384
1661	28283
1662	28350
1663	28556
1664	28377
1665	28477
1666	28483
1667	28526
1668	28504
1669	28501
1670	28933
1671	29253
1672	29424
1673	29330
1674	29313
1675	29217
1676	30477
1677	30689
1678	30735
1679	30671
1680	29616
1681	29467
1682	29534
1683	29528
1684	29346
1685	28731
1686	29093
1687	29093
1688	29217
1689	29468
1690	29416
1691	29558
1692	29196
1693	29155
1694	29271
1695	29082
1696	29185
1697	29304
1698	29250
1699	29262
1700	29200
1701	29206
1702	29182
1703	28897
1704	28681
1705	28534
1706	28549
1707	28598
1708	28648
1709	29253
1710	29241
1711	29314
1712	29442
1713	31347
1714	32016
1715	32373
1716	32347
1717	32513
1718	32659
1719	32669
1720	32635
1721	32420
1722	31543
1723	31198
1724	30818
1725	30863
1726	30879
1727	30731
1728	30605
1729	30667
1730	30652
1731	30654
1732	30700
1733	30670
1734	30692
1735	30613
1736	30619
1737	30623
1738	30637
1739	30717
1740	30736
1741	30849
1742	30870
1743	30864
1744	30850
1745	31066
1746	31108
1747	31094
1748	31055
1749	30980
1750	30876
1751	31722
1752	31665
1753	31633
1754	31563
1755	31560
1756	31487
1757	31404
1758	31286
1759	31306
1760	31278
1761	31299
1762	31297
1763	31747
1764	31767
1765	31732
1766	31734
1767	31738
1768	31891
1769	31908
1770	32071
1771	32050
1772	31919
1773	31581
1774	31684
1775	31810
1776	32382
1777	32261
1778	33915
1779	33791
1780	33788
1781	33789
1782	33784
1783	33738
1784	33962
1785	33423
1786	33786
1787	32401
1788	32276
1789	32292
1790	32054
1791	31967
1792	31816
1793	31731
1794	31583
1795	31651
1796	31568
1797	31561
1798	31570
1799	31567
1800	31604
1801	31620
1802	31935
1803	32010
1804	32466
1805	32485
1806	32497
1807	33230
1808	33571
1809	33606
1810	33490
1811	33454
1812	33175
1813	32957
1814	33057
1815	32778
1816	32820
1817	31950
1818	31920
1819	32003
1820	32956
1821	32933
1822	32924
1823	32766
1824	33084
1825	33041
1826	33067
1827	33109
1828	33206
1829	33192
1830	33191
1831	33102
1832	33192
1833	33056
1834	33063
1835	33047
1836	33207
1837	33363
1838	33603
1839	33465
1840	33418
1841	33297
1842	33348
1843	33384
1844	34750
1845	34453
1846	35033
1847	34915
1848	35308
1849	35354
1850	35277
1851	35438
1852	35346
1853	34625
1854	34131
1855	34257
1856	33746
1857	33290
1858	33286
1859	33346
1860	33186
1861	33150
1862	33232
1863	33299
1864	33339
1865	33467
1866	33413
1867	33401
1868	33193
1869	33144
1870	33111
1871	34155
1872	34464
1873	34154
1874	33466
1875	32849
1876	32784
1877	32749
1878	32797
1879	33050
1880	33267
1881	32033
1882	32030
1883	32030
1884	31742
1885	31843
1886	31895
1887	32179
1888	32177
1889	31669
1890	31707
1891	31583
1892	31395
1893	31365
1894	31262
1895	31261
1896	31255
1897	31306
1898	31449
1899	31484
1900	31512
1901	31643
1902	31840
1903	31822
1904	31818
1905	31598
1906	31378
1907	31288
1908	31218
1909	31233
1910	31205
1911	31024
1912	31328
1913	31586
1914	31486
1915	31527
1916	31644
1917	31594
1918	31948
1919	32385
1920	32557
1921	32470
1922	32736
1923	32794
1924	32926
1925	32743
1926	32728
1927	31992
1928	31609
1929	31349
1930	31651
1931	31789
1932	32014
1933	31797
1934	31851
1935	31859
1936	31900
1937	32027
1938	32318
1939	32017
1940	31760
1941	31818
1942	31808
1943	33149
1944	33246
1945	33271
1946	33109
1947	33166
1948	33124
1949	34570
1950	34659
1951	35189
1952	35285
1953	35441
1954	35517
1955	35648
1956	35572
1957	35677
1958	35309
1959	34158
1960	34084
1961	33934
1962	34267
1963	34193
1964	33233
1965	32918
1966	32725
1967	32743
1968	32674
1969	32681
1970	32677
1971	32665
1972	32381
1973	32393
1974	32298
1975	32319
1976	32367
1977	32420
1978	32436
1979	32526
1980	32529
1981	32783
1982	32787
1983	32731
1984	32748
1985	32800
1986	32913
1987	33127
1988	33112
1989	33155
1990	32993
1991	33129
1992	33046
1993	35012
1994	35096
1995	35026
1996	34866
1997	34863
1998	35170
1999	35438
2000	35491
2001	35613
2002	33958
2003	33978
2004	34212
2005	34185
2006	34219
2007	34290
2008	34415
2009	34442
2010	34526
2011	34696
2012	34548
2013	34587
2014	34637
2015	34665
2016	34844
2017	34637
2018	34685
2019	34533
2020	34512
2021	34388
2022	34412
2023	34531
2024	34548
2025	33295
2026	33215
2027	33420
2028	33586
2029	33529
2030	33522
2031	33530
2032	33515
2033	33534
2034	33525
2035	33456
2036	33528
2037	33205
2038	33197
2039	33211
2040	33205
2041	33222
2042	33238
2043	33320
2044	33445
2045	33434
2046	33359
2047	33314
2048	33485
2049	34149
2050	34241
2051	34225
2052	34074
2053	33914
2054	34055
2055	33707
2056	33724
2057	33723
2058	33286
2059	33107
2060	33340
2061	34810
2062	35033
2063	35170
2064	35266
2065	35024
2066	35512
2067	35499
2068	35513
2069	35664
2070	33766
2071	33803
2072	33649
2073	33673
2074	33623
2075	33185
2076	33109
2077	33064
2078	32812
2079	32997
2080	33530
2081	33488
2082	33492
2083	33467
2084	33516
2085	33430
2086	33516
2087	33434
2088	33212
2089	33200
2090	33188
2091	33159
2092	33387
2093	33465
2094	33414
2095	32704
2096	32711
2097	32661
2098	32640
2099	32440
2100	32410
2101	31993
2102	31950
2103	32011
2104	32216
2105	32309
2106	32586
2107	33168
2108	33292
2109	33411
2110	33520
2111	33567
2112	33533
2113	33513
2114	34293
2115	34195
2116	34010
2117	34095
2118	33972
2119	33924
2120	34073
2121	34104
2122	33227
2123	32632
2124	32170
2125	32262
2126	32401
2127	32486
2128	32520
2129	32876
2130	32788
2131	32501
2132	32503
2133	32459
2134	32529
2135	32419
2136	32417
2137	32402
2138	31731
2139	31990
2140	31956
2141	31948
2142	31950
2143	31766
2144	32094
2145	32129
2146	32137
2147	32087
2148	31867
2149	31931
2150	31910
2151	31946
2152	31789
2153	31592
2154	31572
2155	31548
2156	31577
2157	31531
2158	31571
2159	31621
2160	31665
2161	31686
2162	31629
2163	31680
2164	32643
2165	32597
2166	32520
2167	32456
2168	32393
2169	31985
2170	31683
2171	31043
2172	31258
2173	29661
2174	29684
2175	29864
2176	29831
2177	29835
2178	29795
2179	29791
2180	30333
2181	30120
2182	29612
2183	29695
2184	29655
2185	31224
2186	31423
2187	31663
2188	31543
2189	31092
2190	30903
2191	30925
2192	30832
2193	31551
2194	30497
2195	30494
2196	30303
2197	30344
2198	30533
2199	30500
2200	30376
2201	30493
2202	29884
2203	30239
2204	30236
2205	30666
2206	30733
2207	31022
2208	31057
2209	31187
2210	31058
2211	31058
2212	31023
2213	30723
2214	30713
2215	30672
2216	30538
2217	30563
2218	30574
2219	30521
2220	30572
2221	32920
2222	32928
2223	32946
2224	33032
2225	32912
2226	33016
2227	33426
2228	33693
2229	33796
2230	33677
2231	33843
2232	34891
2233	36952
2234	37546
2235	37839
2236	37851
2237	37633
2238	38081
2239	38066
2240	39773
2241	39877
2242	39887
2243	40096
2244	40850
2245	40868
2246	40898
2247	40767
2248	40974
2249	40624
2250	40000
2251	39987
2252	39965
2253	40033
2254	39966
2255	39978
2256	40013
2257	39982
2258	40256
2259	40279
2260	40260
2261	40166
2262	40035
2263	40842
2264	40829
2265	40959
2266	40869
2267	40862
2268	40860
2269	42109
2270	42208
2271	42264
2272	41961
2273	41955
2274	41860
2275	41868
2276	41914
2277	41924
2278	41639
2279	41663
2280	41679
2281	41680
2282	41766
2283	41760
2284	41912
2285	41906
2286	41910
2287	43526
2288	43520
2289	46631
2290	47011
2291	48566
2292	48652
2293	48894
2294	49014
2295	48948
2296	48698
2297	48089
2298	47989
2299	46887
2300	45876
2301	45693
2302	45873
2303	46083
2304	46286
2305	46338
2306	46958
2307	46933
2308	46913
2309	47027
2310	47111
2311	47024
2312	46627
2313	46498
2314	46356
2315	46014
2316	46551
2317	46717
2318	46702
2319	48742
2320	49022
2321	50686
2322	50688
2323	50693
2324	51155
2325	51017
2326	51529
2327	51638
2328	50733
2329	50820
2330	50420
2331	50707
2332	50999
2333	50816
2334	50941
2335	50816
2336	51128
2337	51798
2338	51904
2339	52043
2340	51958
2341	52484
2342	52480
2343	52336
2344	52344
2345	51845
2346	54787
2347	54616
2348	54589
2349	54593
2350	54406
2351	54426
2352	54985
2353	54895
2354	54829
2355	54677
2356	54098
2357	54047
2358	54127
2359	54504
2360	54978
2361	54837
2362	54633
2363	54363
2364	53970
2365	53592
2366	53545
2367	54995
2368	54813
2369	54265
2370	54501
2371	54734
2372	54724
2373	54728
2374	54783
2375	54797
2376	54749
2377	54695
2378	54665
2379	54797
2380	54704
2381	54722
2382	54854
2383	54836
2384	54689
2385	54845
2386	54917
2387	54925
2388	55006
2389	55127
2390	55082
2391	54984
2392	54959
2393	54915
2394	54926
2395	54948
2396	54995
2397	54952
2398	55187
2399	55132
2400	55171
2401	55155
2402	55130
2403	54963
2404	54940
2405	54865
2406	54994
2407	54896
2408	54823
2409	54725
2410	54763
2411	54741
2412	54720
2413	54637
2414	54057
2415	53967
2416	55247
2417	55289
2418	55478
2419	55409
2420	55397
2421	55487
2422	55503
2423	55398
2424	55159
2425	53886
2426	54550
2427	54834
2428	55172
2429	55196
2430	55178
2431	55157
2432	55018
2433	54885
2434	54326
2435	59404
2436	58770
2437	58578
2438	58633
2439	58930
2440	58836
2441	59288
2442	59753
2443	60358
2444	54246
2445	54545
2446	54483
2447	54678
2448	54479
2449	55081
2450	55046
2451	54004
2452	54240
2453	53439
2454	53305
2455	53097
2456	53049
2457	53198
2458	52445
2459	52447
2460	52430
2461	52561
2462	53391
2463	60983
2464	61840
2465	62194
2466	62215
2467	62509
2468	62559
2469	62775
2470	63334
2471	62142
2472	55811
2473	55916
2474	55744
2475	58729
2476	59273
2477	59390
2478	59056
2479	59111
2480	59329
2481	59381
2482	59793
2483	58552
2484	56893
2485	57853
2486	58450
2487	58522
2488	58261
2489	58132
2490	58435
2491	57993
2492	57993
2493	57873
2494	56568
2495	56086
2496	56206
2497	56146
2498	56237
2499	56169
2500	56894
2501	56887
2502	56734
2503	56748
2504	56586
2505	56744
2506	56721
2507	56665
2508	56659
2509	56620
2510	57630
